Date,Police_ref,Easting,Northing,Veh_ref,Cas_ref,Severity,Road_cond,Visibility,Casualties,Pedestrian,Cycles,P2W,OAPs,Children,Manoeuvre,Time,Vehicles,Roadclass1,Roadnum1,Road_Type,Speed_Lim,Junct_det,Junct_ctrl,Roadclass2,Roadnum2,Cross_ctrl,Cross_fac,Weather,SpCond,Carr_haz,Day,Location,Local_Auth,ReportedAt,Parish
20170404,17173611,560301,281371,,,2. Serious,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1329,1,4. B,1104,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,PRICKWILLOW ROAD 40M SOUTHEAST OF FODDER FEN DROVE,E07000009,1. Yes,197
20170405,17173635,548595,249115,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,1,0. No turn,1545,1,5. C,249,6. Single carriageway,20,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,OUTSIDE NUMBER 115 HIGH STREET,E07000012,2. No - accident was reported 'over the counter',190
20170406,17174128,559132,267153,,,3. Slight,1. Dry,1. Daylight,2,0,0,1,1,0,2. Right turn,1725,2,4. B,1102,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,NESS ROAD B1102 AT JN WITH BUNTINGS PATH,E07000009,1. Yes,33
20170406,17174241,551532,274274,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1815,1,3. A,1123,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,"NEWMARKET ROAD A1123  40M NORTHWEST OF PETERSFIELD, STRETHAM",E07000009,1. Yes,210
20170406,17174463,555193,283536,,,3. Slight,1. Dry,7. Darkness: street lighting unknown,1,0,0,1,0,0,0. No turn,2345,1,5. C,315,6. Single carriageway,50,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,7. Any animal in carriageway (except ridden horse),5. Thursday,LYNN ROAD AT BEND NEAR RAILWAY BRIDGE,E07000009,2. No - accident was reported 'over the counter',73
20170406,17174472,542254,305618,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,0,0. No turn,1820,3,3. A,47,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,A47 220M SOUTHWEST OF NETTLE BANK,E07000010,1. Yes,69
20170406,17174528,544766,258905,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1120,2,5. C,290,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,OUTSIDE CAFÉ ROUGE 10-24 BRIDGE STREET,E07000008,2. No - accident was reported 'over the counter',37
20170407,17174563,542239,261370,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,1715,2,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,A14 500M EAST OF JUNCTION WITH M11,E07000012,1. Yes,88
20170407,17174620,562402,246663,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,755,2,3. A,1307,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,HORSEHEATH A1307,E07000012,2. No - accident was reported 'over the counter',124
20170407,17175633,546029,255605,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1845,2,3. A,1134,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,2. Other authorised person,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,6. Friday,LONG ROAD JN WITH SEDLEY TAYLOR ROAD,E07000008,2. No - accident was reported 'over the counter',37
20170407,17174321,565466,260496,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,2. Right turn,1710,2,5. C,229,6. Single carriageway,60,8. Pri Drive,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,WOODDITTON ROAD AT JN WITH DALHAM HALL STUD,E07000009,1. Yes,259
20170408,17175424,523346,272504,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,900,2,4. B,1044,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,7. Saturday,LIDL STUKELEY ROAD B1044,E07000011,2. No - accident was reported 'over the counter',126
20170408,17208131,531340,259390,,,2. Serious,1. Dry,1. Daylight,2,1,0,1,0,1,0. No turn,1958,1,6. Unclassified,0,9. Unknown,20,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,ORCHARD WAY,E07000012,1. Yes,266
20170409,17176635,523822,271568,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1230,1,4. B,1514,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,1. Sunday,WALDEN ROAD NEAR BUS STATION,E07000011,1. Yes,126
20170409,17176910,531208,260463,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,1930,1,3. A,428,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,A428 NEAR JN WITH A1198,E07000012,1. Yes,42
20170409,17175778,541777,256369,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,1,0,0. No turn,1245,1,3. A,603,1. Roundabout,50,1. Roundabout,4. Give way or Uncontrolled,1. Motorway,11,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,CAMBRIDGE ROAD A603 ROUNDABOUT WITH M11,E07000012,1. Yes,18
20170410,17201711,547007,310503,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,0,1,0,0,0. No turn,1930,1,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,FEN CLOSE NEAR JN WITH LYNN ROAD,E07000010,1. Yes,253
20170410,17176140,540288,308365,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,650,2,4. B,1166,6. Single carriageway,50,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,20,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,HIGH SIDE B1198 AT JN WITH SEADYKE BANK,E07000010,2. No - accident was reported 'over the counter',179
20170411,17176409,541447,291562,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,755,1,3. A,141,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,4. B,1303,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,ISLE OF ELY WAY A141 20M SOUTH OF B1093 T-JUNCTION,E07000010,1. Yes,250
20170411,17176658,545739,258167,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,1,0,0,0,0. No turn,2010,2,6. Unclassified,0,6. Single carriageway,30,6. Crossroads,2. Automatic traffic signal,3. A,603,0. None,5. Ped. phase at traffic signal junction,1. Fine without high winds,0. None,0. None,3. Tuesday,MILL ROAD AT JN WITH GONVILLE PLACE A603,E07000008,2. No - accident was reported 'over the counter',37
20170411,17176698,537677,261881,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,830,2,5. C,193,1. Roundabout,30,2. Mini roundabout,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,"SCOTLAND ROAD 75M SOUTHWEST OF HIGH STREET, DRY DRAYTON",E07000012,1. Yes,63
20170411,17182359,524335,271419,,,3. Slight,1. Dry,1. Daylight,4,0,0,0,3,0,0. No turn,1634,2,4. B,1514,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,3. Tuesday,THE AVENUE B1514 NEAR JN WITH A14,E07000011,1. Yes,126
20170411,17175923,552165,259801,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,1,0,0. No turn,1549,2,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,WESTBOUND A14 3OOM EAST OF SLIP ROAD TO A1303,E07000012,1. Yes,208
20170413,17177935,537807,245097,,,2. Serious,1. Dry,1. Daylight,1,0,0,0,1,0,0. No turn,1430,1,3. A,10,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,MELBOURN BYPASS A10 NEAR JN WITH STATION ROAD,E07000012,1. Yes,158
20170414,17177026,532190,267924,,,3. Slight,1. Dry,1. Daylight,4,0,0,0,3,0,0. No turn,1600,4,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,A14 FENSTANTON,E07000011,1. Yes,81
20170414,17179412,547750,259330,,,3. Slight,2. Wet/Damp,4. Darkness: street lights present and lit,1,0,0,1,0,0,0. No turn,2250,2,3. A,1134,6. Single carriageway,40,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,NEWMARKET ROAD BEWTEEN JN WITH DITTON LANE AND WADLOES ROAD,E07000008,2. No - accident was reported 'over the counter',37
20170414,17176991,564468,267396,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,1,0,2. Right turn,940,2,5. C,147,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,148,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,NEWMARKET ROAD AT JN WITH SHORT ROAD,E07000009,1. Yes,196
20170416,17177538,510665,273929,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1800,1,3. A,14,3. Dual carriageway,70,3. T & Stag Jct,4. Give way or Uncontrolled,3. A,14,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,A14 AT JN WITH STAUNCH HILL A14,E07000011,1. Yes,137
20170417,17228009,532069,267959,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,1,0. No turn,1500,4,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,9. Unknown,0. None,0. None,2. Monday,SOUTHBOUND A14 NEAR JN WITH FENSTANTON,E07000011,1. Yes,81
20170418,17179262,521768,274820,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,0,2. Right turn,1614,2,5. C,339,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,ERMINE STREET AT JN WITH CHURCH ROAD,E07000011,1. Yes,219
20170418,17179434,541038,264242,,,3. Slight,1. Dry,1. Daylight,3,0,0,0,1,0,2. Right turn,839,2,5. C,198,6. Single carriageway,30,6. Crossroads,2. Automatic traffic signal,6. Unclassified,0,0. None,5. Ped. phase at traffic signal junction,1. Fine without high winds,0. None,0. None,3. Tuesday,CAMBRIDGE ROAD AT JN WITH LONGSTANTON ROAD,E07000012,1. Yes,166
20170418,17179454,522593,271790,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,1,0. No turn,1535,1,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,HINCHINGBROOKE PARK ROAD,E07000011,2. No - accident was reported 'over the counter',126
20170418,17182020,552107,255755,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,1,0. No turn,1440,2,5. C,236,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,HOME END  NEAR JN WITH DOGGETS LANE,E07000012,1. Yes,86
20170418,17189067,544574,254846,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,1,0,2. Right turn,1328,2,3. A,1309,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,1. Zebra crossing,1. Fine without high winds,0. None,0. None,3. Tuesday,HIGH STREET A1309 AT JN WITH ANSTEY WAY,E07000008,1. Yes,37
20170418,17191256,519638,293298,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,823,2,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,IMPERIAL WAY,E07000011,1. Yes,263
20170418,17179231,553371,281448,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,0,0. No turn,1400,1,3. A,10,1. Roundabout,40,1. Roundabout,4. Give way or Uncontrolled,4. B,1411,0. None,8. Central reservation,1. Fine without high winds,4. Road works,0. None,3. Tuesday,A10 AT JN WITH B1411,E07000009,1. Yes,73
20170419,17179826,519142,261531,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,656,2,4. B,1043,1. Roundabout,30,1. Roundabout,4. Give way or Uncontrolled,5. C,171,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,HUNTINGDON ROAD B1043 AT JN WITH MILL LANE,E07000011,1. Yes,189
20170419,17179883,504941,275994,,,2. Serious,1. Dry,1. Daylight,3,0,0,0,3,0,0. No turn,928,2,4. B,663,3. Dual carriageway,70,3. T & Stag Jct,4. Give way or Uncontrolled,3. A,14,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,TOLL BAR LANE B663 AT JN WITH A14,E07000011,1. Yes,35
20170419,17180012,525045,272312,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1730,2,4. B,1514,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,OUTSIDE HUNTERS DOWN CARE HOME HARTFORD ROAD B1514,E07000011,2. No - accident was reported 'over the counter',126
20170419,17183172,546832,308524,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,2. Right turn,1645,2,3. A,1101,3. Dual carriageway,40,6. Crossroads,2. Automatic traffic signal,5. C,23,0. None,5. Ped. phase at traffic signal junction,1. Fine without high winds,0. None,0. None,4. Wednesday,CHURCHILL ROAD A1101 AT JN WITH RAMNOTH ROAD,E07000010,1. Yes,253
20170419,17184468,545179,258318,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,725,2,5. C,295,6. Single carriageway,20,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,294,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,4. Wednesday,EMMANUEL STREET AT JN WITH ST ANDREWS STREET,E07000008,1. Yes,37
20170419,17179766,532174,268322,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,1,0. No turn,1840,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,LANCELOT WAY AT JN WITH HEADLANDS,E07000011,2. No - accident was reported 'over the counter',81
20170420,17179722,550187,255088,,,3. Slight,1. Dry,6. Darkness: no street lighting,1,0,0,0,0,0,0. No turn,420,1,6. Unclassified,0,6. Single carriageway,30,8. Pri Drive,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,HILL FARM AT JN WITH SHELFORD ROAD,E07000012,1. Yes,86
20170420,17179642,545848,258099,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1835,2,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,"4. Pelican, puffin, toucan etc.",9. Unknown,0. None,0. None,5. Thursday,MILL ROAD BETWEEN WILLIS ROAD AND MORTIMER ROAD,E07000008,2. No - accident was reported 'over the counter',37
20170421,17179789,520886,271129,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,1,0,2. Right turn,1235,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,6. Friday,GROVE LANE AT JN WITH MILLER WAY B1514,E07000011,1. Yes,26
20170421,17179823,546075,259229,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1000,2,3. A,1134,3. Dual carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,ELIZABETH WAY A1134 90M SOUTH OF ST ANDREWS ROAD,E07000008,1. Yes,37
20170421,17179869,528749,242620,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,0,0. No turn,1145,1,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,OUTSIDE 28 RUSSELL CLOSE,E07000012,1. Yes,205
20170421,17180091,545924,258046,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,1,0,0,0,0. No turn,2050,2,5. C,280,6. Single carriageway,20,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,OUTSIDE 26 MILL ROAD,E07000008,1. Yes,37
20170421,17182421,545669,260493,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,1525,2,6. Unclassified,0,6. Single carriageway,20,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,ARBURY ROAD 40M NORTHWEST OF MAIO ROAD,E07000008,1. Yes,37
20170421,17179753,518657,264812,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,1,0,0. No turn,1505,2,3. A,1,3. Dual carriageway,70,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,GREAT NORTH ROAD A1 AT JN WITH BELL LANE,E07000011,1. Yes,199
20170422,17192939,543228,278558,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,1,0,0. No turn,1316,2,4. B,1381,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,THE AMERICA B1381 AT JN WITH ROSEMARY LANE,E07000009,1. Yes,211
20170424,17180535,562177,243929,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,1945,1,5. C,244,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,245,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,BARTLOW ROAD AT JN WITH CHURCH ROAD,E07000012,1. Yes,39
20170424,17180554,535910,284419,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,2. Right turn,1715,2,3. A,141,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,118,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,2. Monday,HIGH FEN STRAIGHT DROVE A141 AT JN WITH C118,E07000011,1. Yes,234
20170424,17180416,559656,273215,,,2. Serious,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,540,2,5. C,142,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,OUTSIDE 128 PADDOCK STREET,E07000009,1. Yes,197
20170425,17183187,538847,287261,,,3. Slight,1. Dry,1. Daylight,3,0,0,0,3,0,0. No turn,1156,2,3. A,142,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,BODDINGTON ROAD 90M NORTHWEST OF JN WITH A142,E07000010,1. Yes,43
20170425,17191281,527444,272523,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,0,0,0,0,0. No turn,120,1,3. A,1123,6. Single carriageway,50,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,8. Central reservation,1. Fine without high winds,0. None,0. None,3. Tuesday,HUNTINGDON ROAD A1123,E07000011,1. Yes,125
20170425,17180598,545428,259512,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,1,0,0,0,0. No turn,2030,2,3. A,1303,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,3. Tuesday,CHESTERTON ROAD NEAR JN WITH A1134,E07000008,2. No - accident was reported 'over the counter',37
20170426,17180739,518647,260304,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,0,0. No turn,1130,1,4. B,1428,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,CAMBRIDGE STREET B1428 110M EAST OF HUNTINGDON STREET,E07000011,2. No - accident was reported 'over the counter',189
20170426,17180843,523110,272895,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,1,0,0,0,1. Left turn,1720,2,4. B,1044,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,5. Raining with high winds,0. None,0. None,4. Wednesday,STUKELEY ROAD B1044 AT JUNCTION WITH ST MARGARETS WAY,E07000011,2. No - accident was reported 'over the counter',126
20170426,17180906,550414,251834,,,2. Serious,2. Wet/Damp,1. Daylight,1,0,0,1,0,0,0. No turn,1716,2,3. A,1307,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,4. Wednesday,CAMBRIDGE ROAD A1307 40M SOUTHEAST OF MILE ROAD,E07000012,1. Yes,10
20170426,17191293,545126,257647,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,1910,2,3. A,1309,1. Roundabout,30,1. Roundabout,4. Give way or Uncontrolled,3. A,603,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,TRUMPINGTON ROAD A1134 AT JN WITH LENSFIELD ROAD A603,E07000008,1. Yes,37
20170426,17180690,527150,287137,,,2. Serious,2. Wet/Damp,1. Daylight,3,0,0,0,0,0,0. No turn,1415,3,4. B,1040,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,8. Other,0. None,0. None,4. Wednesday,ST MARY'S ROAD B1040,E07000011,1. Yes,184
20170427,17181073,544558,311663,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,1455,2,5. C,14,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,5. Thursday,ROMAN BANK NEAR JN WITH B1169,E07000010,1. Yes,138
20170427,17181115,545127,310739,,,3. Slight,2. Wet/Damp,6. Darkness: no street lighting,2,0,0,0,0,1,0. No turn,2146,1,3. A,1101,6. Single carriageway,50,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,5. Thursday,SUTTON ROAD A1101 130M NORTH OF JN WITH B1169,E07000010,1. Yes,138
20170427,17181719,539399,243174,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,2. Right turn,1620,3,6. Unclassified,0,6. Single carriageway,60,8. Pri Drive,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,NEW ROAD AT JN WITH SUMMER HOUSE FARM,E07000012,1. Yes,157
20170427,17182534,528802,281630,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,1500,1,4. B,1040,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,5. Thursday,SHILLOW HILL B1040 160M NORTH OR BRIDGE STREET,E07000011,1. Yes,255
20170427,17182595,517079,284964,,,2. Serious,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,1610,1,2. A(M),1,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,5. Thursday,A(M)1 850M SOUTH OF CONINGTON LANE,E07000011,1. Yes,191
20170427,17184944,547895,259701,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,1610,2,6. Unclassified,0,6. Single carriageway,30,6. Crossroads,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,KEYNES ROAD AT JN WITH DUDLEY ROAD,E07000008,2. No - accident was reported 'over the counter',37
20170427,17180974,545465,260714,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1210,2,5. C,287,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,5. Thursday,ARBURY ROAD 70M SOUTHEAST OF CAMPKIN ROAD,E07000008,2. No - accident was reported 'over the counter',37
20170428,17181192,530200,279625,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,623,1,4. B,1040,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,OUTISDE 51 CHURCH ROAD,E07000011,1. Yes,234
20170428,17181201,525382,251529,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,654,1,6. Unclassified,0,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,HATLEY ROAD 370M SOUTHEAST OF CASTLE FARM,E07000012,1. Yes,87
20170428,17182801,546180,258490,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,1,0,0. No turn,1120,1,6. Unclassified,0,6. Single carriageway,20,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,OUTSIDE ST MATTHEWS CHURCH ST MATTHEWS STREET,E07000008,1. Yes,37
